artist,track,week,rank
Artist_30,Song_456,week_15,26
Artist_188,Song_1487,week_14,91
Artist_364,Song_1972,week_48,24
Artist_354,Song_132,week_14,5
Artist_288,Song_930,week_03,42
Artist_451,Song_965,week_50,92
Artist_195,Song_929,week_29,43
Artist_156,Song_121,week_06,32
Artist_172,Song_1221,week_49,88
Artist_335,Song_1830,week_23,6
Artist_41,Song_1506,week_28,74
Artist_63,Song_634,week_14,67
Artist_23,Song_1818,week_14,7
Artist_360,Song_897,week_20,29
Artist_75,Song_772,week_13,34
Artist_48,Song_1063,week_27,7
Artist_160,Song_566,week_35,81
Artist_313,Song_512,week_45,77
Artist_118,Song_1498,week_02,58
Artist_100,Song_1185,week_41,85
Artist_380,Song_289,week_45,31
Artist_417,Song_200,week_40,73
Artist_408,Song_1812,week_48,45
Artist_167,Song_528,week_24,47
Artist_290,Song_917,week_29,77
Artist_440,Song_1709,week_03,81
Artist_156,Song_1527,week_45,72
Artist_421,Song_1272,week_04, 73 
Artist_7,Song_1407,week_50,73
Artist_196,Song_1242,week_02,40
Artist_421,Song_1111,week_20,30
Artist_56,Song_1106,week_15,62
Artist_321,Song_1086,week_49,71
Artist_193,Song_799,week_32,17
Artist_47,Song_1524,week_42,5
Artist_148,Song_1066,week_01,81
Artist_275,Song_12,week_38,1
Artist_157,Song_833,week_35,80
Artist_202,Song_1770,week_51,81
Artist_444,Song_841,week_07,94
Artist_402,Song_643,week_45,31
Artist_476,Song_1139,week_13, 35 
Artist_419,Song_1242,week_49,72
Artist_427,Song_1673,week_01,30
Artist_495,Song_106,week_14,85
Artist_479,Song_691,week_29,15
Artist_475,Song_528,week_03,98
Artist_126,Song_1496,week_46,56
Artist_395,Song_1778,week_24,60
Artist_305,Song_846,week_01,27
Artist_369,Song_893,week_48,2
Artist_294,Song_387,week_10,74
Artist_64,Song_1250,week_13,64
Artist_325,Song_481,week_36,5
Artist_392,Song_1778,week_09,91
Artist_418,Song_408,week_14,68
Artist_176,Song_1481,week_36,
Artist_116,Song_1677,week_10,81
Artist_440,Song_898,week_40,85
Artist_204,Song_711,week_23,23
Artist_486,Song_1648,week_35,97
Artist_321,Song_639,week_07,50
Artist_31,Song_1045,week_42,79
Artist_388,Song_1683,week_35,78
Artist_113,Song_1625,week_02,73
Artist_365,Song_815,week_15,37
Artist_434,Song_918,week_09,30
Artist_325,Song_203,week_47,93
Artist_414,Song_417,week_17,23
Artist_376,Song_416,week_39,34
Artist_344,Song_1472,week_52,64
Artist_443,Song_1536,week_18,55
Artist_67,Song_85,week_15,71
Artist_75,Song_167,week_18,9
Artist_45,Song_384,week_24,4
Artist_260,Song_468,week_23,66
Artist_154,Song_1096,week_12,91
Artist_155,Song_810,week_23,33
Artist_430,Song_997,week_21,32
Artist_363,Song_1545,week_26,44
Artist_448,Song_1817,week_08,37
Artist_475,Song_473,week_30,91
Artist_234,Song_993,week_34,92
Artist_51,Song_1282,week_02,67
Artist_306,Song_275,week_05,60
Artist_262,Song_1774,week_31,59
Artist_315,Song_1044,week_33,36
Artist_125,Song_1514,week_04,49
Artist_399,Song_1769,week_06,51
Artist_245,Song_490,week_23, 8 
Artist_30,Song_1757,week_45,50
Artist_426,Song_326,week_19,41
Artist_485,Song_529,week_43,38
Artist_122,Song_892,week_45,86
Artist_125,Song_89,week_08,
Artist_37,Song_486,week_39,79
Artist_170,Song_708,week_13,55
Artist_124,Song_350,week_01,68
Artist_357,Song_1108,week_06,18
Artist_35,Song_387,week_07,65
Artist_87,Song_87,week_48,64
Artist_134,Song_307,week_27,12
Artist_196,Song_1874,week_15,41
Artist_274,Song_1178,week_52,42
Artist_201,Song_440,week_34,60
Artist_369,Song_740,week_23,50
Artist_285,Song_1984,week_48,81
Artist_77,Song_264,week_49,83
Artist_59,Song_977,week_24,36
Artist_431,Song_735,week_15,48
Artist_126,Song_421,week_35,71
Artist_500,Song_493,week_04,73
Artist_401,Song_633,week_44,8
Artist_109,Song_993,week_37,25
Artist_224,Song_411,week_17,7
Artist_496,Song_173,week_31,8
Artist_278,Song_4,week_38,88
Artist_68,Song_854,week_10,81
Artist_69,Song_1664,week_50,76
Artist_165,Song_986,week_27,31
Artist_489,Song_1496,week_42,12
Artist_305,Song_1134,week_06,57
Artist_397,Song_1891,week_06,66
Artist_162,Song_1061,week_52,12
Artist_365,Song_583,week_15,27
Artist_342,Song_1825,week_04,
Artist_309,Song_1055,week_48,7
Artist_379,Song_1975,week_40,61
Artist_343,Song_381,week_07,58
Artist_435,Song_1292,week_51,58
Artist_387,Song_1035,week_49,13
Artist_42,Song_344,week_45,53
Artist_354,Song_1864,week_47,100
Artist_416,Song_1568,week_26,65
Artist_109,Song_1593,week_31,49
Artist_51,Song_166,week_02,35
Artist_250,Song_700,week_28,94
Artist_497,Song_342,week_42,95
Artist_341,Song_1506,week_13,17
Artist_430,Song_1043,week_18,
Artist_383,Song_1652,week_30,67
Artist_492,Song_980,week_11,10
Artist_21,Song_1208,week_13,34
Artist_300,Song_1806,week_51,86
Artist_139,Song_545,week_24,4
Artist_359,Song_1034,week_29,
Artist_324,Song_1616,week_05,29
Artist_499,Song_192,week_35,46
Artist_385,Song_320,week_19, 75 
Artist_92,Song_1726,week_13,46
Artist_447,Song_580,week_05,77
Artist_280,Song_475,week_44,59
Artist_125,Song_1884,week_14,61
Artist_483,Song_637,week_38,68
Artist_397,Song_427,week_22,66
Artist_111,Song_1872,week_09,34
Artist_354,Song_1083,week_49,86
Artist_139,Song_1460,week_40,5
Artist_484,Song_97,week_26,9
Artist_435,Song_496,week_45,20
Artist_273,Song_1811,week_05,21
Artist_99,Song_661,week_29,17
Artist_252,Song_1302,week_22,12
Artist_338,Song_1289,week_49,92
Artist_104,Song_9,week_03,82
Artist_214,Song_457,week_28,67
Artist_249,Song_1819,week_38,5
Artist_152,Song_273,week_14,60
Artist_250,Song_940,week_47,53
Artist_275,Song_1837,week_14,52
Artist_165,Song_1032,week_43,78
Artist_487,Song_208,week_11,48
Artist_341,Song_1938,week_09,90
Artist_8,Song_1661,week_38,19
Artist_284,Song_1147,week_47,17
Artist_5,Song_1057,week_44,54
Artist_145,Song_1537,week_06,68
Artist_101,Song_204,week_01,35
Artist_164,Song_518,week_25,88
Artist_374,Song_1833,week_16,41
Artist_147,Song_1975,week_52,13
Artist_64,Song_517,week_15,
Artist_91,Song_443,week_34,15
Artist_117,Song_1616,week_17,63
Artist_354,Song_1810,week_03,15
Artist_267,Song_689,week_03,31
Artist_310,Song_850,week_37,28
Artist_173,Song_833,week_17,10
Artist_47,Song_339,week_49,57
Artist_140,Song_1462,week_52,71
Artist_246,Song_1469,week_38,33
Artist_149,Song_1160,week_01,7
Artist_246,Song_387,week_07,5
Artist_395,Song_1049,week_26,90
Artist_487,Song_506,week_47,80
Artist_476,Song_1349,week_39,57
Artist_5,Song_1719,week_19,72
Artist_465,Song_680,week_52,86
Artist_184,Song_1362,week_30,98
Artist_20,Song_690,week_43,40
Artist_425,Song_885,week_14,28
Artist_46,Song_1119,week_13,36
Artist_12,Song_1569,week_20,56
Artist_70,Song_623,week_26,47
Artist_17,Song_1170,week_27,71
Artist_371,Song_893,week_25,40
Artist_147,Song_953,week_09,59
Artist_154,Song_1255,week_41,43
Artist_304,Song_784,week_48,92
Artist_108,Song_1872,week_12,66
Artist_236,Song_495,week_10,9
Artist_308,Song_1062,week_06,6
Artist_352,Song_1449,week_50,65
Artist_70,Song_1671,week_34,3
Artist_183,Song_1870,week_52,74
Artist_250,Song_747,week_41,37
Artist_228,Song_437,week_19,87
Artist_102,Song_1855,week_06,33
Artist_75,Song_1392,week_02,9
Artist_417,Song_345,week_15,53
Artist_446,Song_1184,week_17,77
Artist_216,Song_550,week_16, 92 
Artist_407,Song_1686,week_28,51
Artist_399,Song_1936,week_21,71
Artist_411,Song_820,week_08,26
Artist_203,Song_541,week_10,16
Artist_192,Song_144,week_10,40
Artist_249,Song_588,week_50,90
Artist_499,Song_657,week_10,51
Artist_242,Song_1765,week_09,39
Artist_465,Song_1600,week_28,55
Artist_179,Song_1883,week_24,96
Artist_437,Song_345,week_19,36
Artist_462,Song_1293,week_33,65
Artist_219,Song_1864,week_04,85
Artist_82,Song_696,week_03,77
Artist_92,Song_1797,week_42,90
Artist_435,Song_268,week_12,45
Artist_175,Song_169,week_18,9
Artist_239,Song_1795,week_23,37
Artist_260,Song_1763,week_20,87
Artist_391,Song_33,week_06, 1 
Artist_365,Song_377,week_34,66
Artist_163,Song_1238,week_42,63
Artist_48,Song_1586,week_02,43
Artist_329,Song_1464,week_30,28
Artist_328,Song_1516,week_09, 100 
Artist_116,Song_393,week_27,31
Artist_429,Song_489,week_42,69
Artist_337,Song_722,week_34,89
Artist_337,Song_946,week_40,8
Artist_369,Song_1053,week_24,34
Artist_225,Song_39,week_49,49
Artist_352,Song_1883,week_17,96
Artist_328,Song_1636,week_29,58
Artist_147,Song_1197,week_36,75
Artist_63,Song_1041,week_50,47
Artist_294,Song_1080,week_12,25
Artist_323,Song_226,week_31,3
Artist_443,Song_1582,week_49,45
Artist_325,Song_67,week_09,52
Artist_13,Song_1221,week_19,96
Artist_431,Song_1678,week_46,99
Artist_494,Song_835,week_46,96
Artist_189,Song_1047,week_17,34
Artist_287,Song_999,week_02,69
Artist_208,Song_1630,week_40,92
Artist_114,Song_1778,week_05,92
Artist_480,Song_237,week_39,8
Artist_22,Song_957,week_48,
Artist_349,Song_919,week_16,80
Artist_214,Song_1947,week_17,63
Artist_171,Song_1590,week_27,82
Artist_323,Song_1162,week_07,25
Artist_54,Song_473,week_52,58
Artist_394,Song_1869,week_08,48
Artist_298,Song_1808,week_08,1
Artist_320,Song_553,week_23,8
Artist_126,Song_1634,week_32,21
Artist_277,Song_695,week_43,98
Artist_464,Song_1664,week_47,88
Artist_204,Song_1253,week_18,90
Artist_194,Song_317,week_38,78
Artist_169,Song_598,week_12,29
Artist_152,Song_768,week_15,30
Artist_35,Song_1745,week_28,3
Artist_184,Song_1751,week_38,7
Artist_286,Song_886,week_50,100
Artist_57,Song_1636,week_31,11
Artist_222,Song_561,week_52,32
Artist_303,Song_1225,week_09,59
Artist_163,Song_1972,week_08,12
Artist_19,Song_258,week_46,79
Artist_370,Song_1504,week_19,38
Artist_264,Song_1912,week_51,24
Artist_282,Song_1202,week_08,65
Artist_113,Song_757,week_34,18
Artist_488,Song_123,week_04,46
Artist_327,Song_342,week_31,56
Artist_30,Song_1195,week_38,63
Artist_135,Song_1869,week_03,7
Artist_67,Song_1672,week_35,66
Artist_65,Song_1083,week_19,40
Artist_292,Song_1729,week_43,54
Artist_25,Song_1489,week_29,31
Artist_37,Song_1804,week_10,97
Artist_1,Song_260,week_12,52
Artist_399,Song_1397,week_46,94
Artist_37,Song_1997,week_30,31
Artist_141,Song_95,week_30,34
Artist_232,Song_1149,week_18,7
Artist_136,Song_41,week_24,89
Artist_389,Song_1915,week_32,16
Artist_188,Song_254,week_09,22
Artist_128,Song_7,week_47,100
Artist_201,Song_1495,week_24,53
Artist_127,Song_728,week_26,91
Artist_257,Song_1535,week_03,17
Artist_164,Song_1605,week_23,4
Artist_35,Song_69,week_11,61
Artist_194,Song_1105,week_10,99
Artist_191,Song_542,week_50,86
Artist_104,Song_1609,week_36,52
Artist_23,Song_1286,week_13,35
Artist_265,Song_89,week_29,44
Artist_290,Song_1939,week_38,15
Artist_430,Song_1232,week_13,61
Artist_462,Song_213,week_26,44
Artist_384,Song_834,week_20,21
Artist_260,Song_266,week_05,77
Artist_414,Song_912,week_20,47
Artist_479,Song_293,week_14,75
Artist_358,Song_1231,week_45,49
Artist_75,Song_333,week_14,53
Artist_355,Song_1101,week_08,27
Artist_72,Song_1312,week_48,31
Artist_259,Song_1005,week_13,44
Artist_398,Song_47,week_24,32
Artist_188,Song_622,week_15,30
Artist_461,Song_1224,week_51,18
Artist_173,Song_427,week_01,63
Artist_480,Song_210,week_22,16
Artist_290,Song_888,week_34,35
Artist_45,Song_1444,week_50,62
Artist_61,Song_154,week_51,9
Artist_83,Song_1546,week_40,62
Artist_123,Song_415,week_03,39
Artist_358,Song_1377,week_26,
Artist_16,Song_1181,week_14,10
Artist_66,Song_1285,week_41,52
Artist_424,Song_1101,week_08,12
Artist_145,Song_769,week_49,72
Artist_375,Song_983,week_16,62
Artist_162,Song_1512,week_42,3
Artist_234,Song_1155,week_21,83
Artist_380,Song_579,week_10,11
Artist_144,Song_1479,week_25,8
Artist_358,Song_740,week_38,90
Artist_188,Song_163,week_22,23
Artist_322,Song_1039,week_49, 10 
Artist_450,Song_1256,week_48,18
Artist_474,Song_195,week_47,76
Artist_13,Song_1885,week_46,39
Artist_184,Song_542,week_04,26
Artist_111,Song_359,week_04,11
Artist_415,Song_850,week_30,10
Artist_290,Song_1355,week_02,3
Artist_295,Song_427,week_29,62
Artist_451,Song_497,week_43,71
Artist_392,Song_828,week_36,61
Artist_215,Song_486,week_21,4
Artist_462,Song_1832,week_21,61
Artist_120,Song_1473,week_48,8
Artist_382,Song_1437,week_21,13
Artist_55,Song_330,week_04,12
Artist_27,Song_1756,week_01,35
Artist_118,Song_889,week_26,54
Artist_221,Song_991,week_51,51
Artist_231,Song_1171,week_02,43
Artist_53,Song_259,week_09,100
Artist_295,Song_292,week_45,66
Artist_321,Song_1835,week_18,15
Artist_401,Song_143,week_48,49
Artist_233,Song_1961,week_48,34
Artist_158,Song_747,week_42,39
Artist_437,Song_627,week_41,26
Artist_269,Song_1389,week_11,69
Artist_21,Song_90,week_25,48
Artist_403,Song_720,week_26,89
Artist_53,Song_1188,week_36,51
Artist_275,Song_481,week_42,98
Artist_313,Song_84,week_35,4
Artist_281,Song_1101,week_38,98
Artist_214,Song_673,week_03,27
Artist_31,Song_517,week_41,42
Artist_337,Song_485,week_35,56
Artist_183,Song_1614,week_50,93
Artist_23,Song_1627,week_40,69
Artist_32,Song_1623,week_22,18
Artist_446,Song_782,week_08,61
Artist_74,Song_104,week_15,4
Artist_10,Song_1476,week_45,1
Artist_484,Song_1511,week_07,50
Artist_456,Song_339,week_19,84
Artist_54,Song_687,week_40,70
Artist_52,Song_1590,week_42,20
Artist_148,Song_900,week_17,20
Artist_160,Song_1502,week_01,46
Artist_370,Song_1747,week_45,27
Artist_14,Song_607,week_29,26
Artist_178,Song_223,week_13,32
Artist_412,Song_1033,week_48,10
Artist_366,Song_1077,week_29,82
Artist_500,Song_1101,week_41,12
Artist_53,Song_1742,week_42,74
Artist_408,Song_503,week_06,88
Artist_335,Song_1340,week_05,24
Artist_22,Song_1838,week_34,51
Artist_30,Song_822,week_11,38
Artist_191,Song_1866,week_09,46
Artist_260,Song_624,week_38,89
Artist_205,Song_1887,week_40,8
Artist_59,Song_165,week_41,55
Artist_471,Song_1303,week_09,78
Artist_264,Song_1051,week_08,31
Artist_466,Song_1094,week_44,88
Artist_12,Song_1242,week_40,16
Artist_119,Song_1986,week_03,20
Artist_415,Song_1389,week_13,38
Artist_462,Song_1725,week_19,15
Artist_290,Song_1869,week_34,78
Artist_338,Song_1971,week_32,76
Artist_248,Song_1330,week_49,34
Artist_354,Song_1148,week_16,72
Artist_127,Song_19,week_36,19
Artist_75,Song_1281,week_18,69
Artist_361,Song_1320,week_14,91
Artist_204,Song_1952,week_30,63
Artist_49,Song_1046,week_02,
Artist_79,Song_1904,week_13,32
Artist_441,Song_989,week_27,95
Artist_479,Song_450,week_52,37
Artist_241,Song_552,week_17,66
Artist_349,Song_1574,week_31,7
Artist_154,Song_1072,week_15,48
Artist_274,Song_695,week_20,11
Artist_96,Song_587,week_05,75
Artist_214,Song_721,week_07,87
Artist_294,Song_1207,week_18,31
Artist_209,Song_1459,week_11,44
Artist_343,Song_107,week_32,45
Artist_88,Song_1212,week_50,72
Artist_306,Song_776,week_27,56
Artist_264,Song_1110,week_26, 32 
Artist_425,Song_1860,week_37,21
Artist_390,Song_1867,week_45,31
Artist_325,Song_1480,week_28,1
Artist_428,Song_1161,week_50,77
Artist_377,Song_1882,week_02,11
Artist_320,Song_898,week_20,93
Artist_157,Song_336,week_04,68
Artist_156,Song_607,week_13,36
Artist_139,Song_838,week_24,79
Artist_121,Song_1781,week_48,59
Artist_65,Song_1493,week_38,67
Artist_107,Song_602,week_40,56
Artist_147,Song_1595,week_48,51
Artist_137,Song_403,week_45,29
Artist_411,Song_540,week_29,85
Artist_162,Song_1096,week_36,2
Artist_428,Song_1806,week_02,6
Artist_452,Song_24,week_41,31
Artist_100,Song_624,week_18,54
Artist_338,Song_1836,week_49,88
Artist_399,Song_1509,week_08,40
Artist_307,Song_1080,week_15,17
Artist_141,Song_986,week_41,5
Artist_83,Song_223,week_17,2
Artist_177,Song_1656,week_23,58
Artist_198,Song_179,week_02,12
Artist_112,Song_800,week_06,5
Artist_56,Song_434,week_29,60
Artist_460,Song_1961,week_27,41
Artist_179,Song_1474,week_37, 20 
Artist_421,Song_793,week_49,72
Artist_401,Song_884,week_34, 1 
Artist_186,Song_492,week_18,56
Artist_471,Song_1213,week_42,70
Artist_218,Song_1602,week_10,56
Artist_413,Song_810,week_38,54
Artist_417,Song_961,week_44,11
Artist_316,Song_420,week_17,3
Artist_475,Song_1273,week_13, 95 
Artist_217,Song_1612,week_52, 28 
Artist_120,Song_649,week_48,5
Artist_439,Song_1188,week_42,90
Artist_394,Song_1769,week_27,16
Artist_175,Song_1279,week_02,31
Artist_23,Song_476,week_34,28
Artist_213,Song_1830,week_31, 7 
Artist_405,Song_1441,week_23,9
Artist_235,Song_170,week_07,39
Artist_13,Song_1341,week_38,
Artist_101,Song_174,week_33,43
Artist_417,Song_470,week_12, 27 
Artist_24,Song_345,week_45,76
Artist_364,Song_445,week_12,89
Artist_11,Song_1042,week_19,93
Artist_273,Song_1094,week_09,95
Artist_452,Song_1362,week_10,98
Artist_431,Song_628,week_17,33
Artist_281,Song_592,week_50,91
Artist_94,Song_527,week_40,56
Artist_201,Song_1712,week_39,2
Artist_21,Song_456,week_41,14
Artist_340,Song_1293,week_10,13
Artist_467,Song_1655,week_12,24
Artist_211,Song_811,week_15,69
Artist_140,Song_188,week_31,34
Artist_293,Song_1021,week_15,87
Artist_298,Song_1593,week_28,19
Artist_401,Song_711,week_04,30
Artist_101,Song_529,week_36,49
Artist_304,Song_434,week_01,43
Artist_359,Song_288,week_44,16
Artist_28,Song_1942,week_34,52
Artist_41,Song_1591,week_47,98
Artist_355,Song_499,week_17,49
Artist_303,Song_1465,week_39,11
Artist_496,Song_1805,week_38,78
Artist_146,Song_303,week_44,47
Artist_256,Song_87,week_51,79
Artist_462,Song_830,week_33,35
Artist_227,Song_438,week_21,71
Artist_236,Song_541,week_26,29
Artist_361,Song_1046,week_46,54
Artist_380,Song_833,week_36,86
Artist_455,Song_797,week_05,23
Artist_489,Song_560,week_33,24
Artist_13,Song_1541,week_01,99
Artist_210,Song_762,week_06,10
Artist_229,Song_1699,week_37,61
Artist_397,Song_1527,week_02,8
Artist_100,Song_1738,week_05,48
Artist_31,Song_467,week_26,76
Artist_386,Song_1125,week_41,93
Artist_16,Song_1607,week_51,29
Artist_137,Song_1966,week_47,87
Artist_329,Song_675,week_13,26
Artist_166,Song_685,week_12,37
Artist_459,Song_1165,week_05,96
Artist_310,Song_138,week_02,52
Artist_440,Song_578,week_04,38
Artist_470,Song_710,week_27,6
Artist_481,Song_1864,week_50,8
Artist_100,Song_228,week_10,17
Artist_109,Song_281,week_13,76
Artist_343,Song_684,week_44,62
Artist_173,Song_828,week_02,86
Artist_237,Song_431,week_26,78
Artist_162,Song_1064,week_15,34
Artist_393,Song_1543,week_46,19
Artist_216,Song_1710,week_10,70
Artist_264,Song_1687,week_22,82
Artist_263,Song_1235,week_40,100
Artist_292,Song_302,week_25,37
Artist_274,Song_1110,week_15,38
Artist_3,Song_1421,week_13,15
Artist_28,Song_1277,week_08,40
Artist_326,Song_533,week_21,9
Artist_492,Song_769,week_21,53
Artist_428,Song_1915,week_22,70
Artist_149,Song_1939,week_46,66
Artist_28,Song_1405,week_33,80
Artist_488,Song_444,week_45,52
Artist_310,Song_1057,week_27,1
Artist_438,Song_260,week_40,30
Artist_65,Song_1258,week_50,97
Artist_356,Song_1539,week_22,1
Artist_21,Song_1883,week_30,39
Artist_252,Song_1332,week_09,16
Artist_235,Song_739,week_45,17
Artist_227,Song_796,week_35,82
Artist_13,Song_70,week_18,22
Artist_313,Song_1478,week_42,86
Artist_49,Song_1463,week_05,99
Artist_118,Song_1849,week_27,31
Artist_54,Song_1388,week_06,40
Artist_138,Song_983,week_32,27
Artist_53,Song_1790,week_08,36
Artist_44,Song_481,week_39,4
Artist_303,Song_1168,week_21,69
Artist_53,Song_24,week_18,25
Artist_74,Song_965,week_14,95
Artist_46,Song_1449,week_15,78
Artist_13,Song_746,week_42,30
Artist_165,Song_845,week_26,47
Artist_102,Song_1199,week_44,12
Artist_280,Song_1868,week_32,27
Artist_258,Song_325,week_39,45
Artist_470,Song_1893,week_28,88
Artist_337,Song_1695,week_39,63
Artist_356,Song_1884,week_43,55
Artist_398,Song_1372,week_32,30
Artist_138,Song_798,week_13,
Artist_163,Song_18,week_15,14
Artist_409,Song_44,week_18,56
Artist_387,Song_155,week_39,19
Artist_111,Song_867,week_06,86
Artist_102,Song_922,week_11,26
Artist_17,Song_1401,week_32,71
Artist_268,Song_743,week_40,92
Artist_182,Song_1907,week_20,38
Artist_372,Song_1852,week_33,69
Artist_24,Song_1426,week_40,36
Artist_29,Song_225,week_08,18
Artist_171,Song_217,week_51,57
Artist_409,Song_1592,week_35,78
Artist_228,Song_31,week_05,23
Artist_378,Song_1893,week_35,14
Artist_188,Song_1083,week_47,96
Artist_346,Song_1916,week_14,69
Artist_230,Song_898,week_21,22
Artist_321,Song_1377,week_47,28
Artist_340,Song_935,week_24,43
Artist_119,Song_445,week_17,76
Artist_156,Song_1259,week_18,18
Artist_272,Song_1131,week_34,100
Artist_175,Song_1215,week_12,95
Artist_465,Song_530,week_16,77
Artist_104,Song_1937,week_04,84
Artist_92,Song_738,week_25,36
Artist_186,Song_1703,week_34,7
Artist_460,Song_1607,week_28,23
Artist_283,Song_874,week_46,34
Artist_181,Song_566,week_11,96
Artist_170,Song_1269,week_13,21
Artist_187,Song_1886,week_31,70
Artist_175,Song_76,week_25,80
Artist_222,Song_547,week_39,99
Artist_233,Song_267,week_10,47
Artist_162,Song_317,week_24,53
Artist_421,Song_1836,week_01,84
Artist_134,Song_1145,week_25,41
Artist_391,Song_1860,week_28,75
Artist_480,Song_25,week_36,32
Artist_224,Song_1456,week_18,14
Artist_153,Song_160,week_06,88
Artist_33,Song_596,week_02,95
Artist_55,Song_1138,week_03,17
Artist_442,Song_1759,week_46,25
Artist_7,Song_900,week_08,64
Artist_244,Song_502,week_31,73
Artist_313,Song_1190,week_48,86
Artist_126,Song_1013,week_19,48
Artist_12,Song_703,week_50,35
Artist_16,Song_1199,week_06,37
Artist_208,Song_1,week_14,55
Artist_43,Song_1923,week_03,17
Artist_373,Song_741,week_48,28
Artist_484,Song_1110,week_01,1
Artist_461,Song_1598,week_44,53
Artist_135,Song_320,week_30,73
Artist_228,Song_1425,week_46,55
Artist_111,Song_382,week_19,61
Artist_307,Song_1742,week_19,13
Artist_457,Song_1641,week_09,47
Artist_160,Song_1342,week_07,64
Artist_331,Song_1827,week_46,32
Artist_264,Song_1274,week_37,28
Artist_225,Song_1549,week_50,
Artist_471,Song_1699,week_41,31
Artist_217,Song_1579,week_07,8
Artist_456,Song_898,week_09, 72 
Artist_45,Song_1976,week_04,98
Artist_214,Song_1647,week_25,87
Artist_59,Song_717,week_49,74
Artist_132,Song_1920,week_12,25
Artist_104,Song_1280,week_06,33
Artist_195,Song_307,week_18,68
Artist_413,Song_1974,week_40,7
Artist_489,Song_1168,week_21,97
Artist_157,Song_1682,week_15,66
Artist_98,Song_391,week_03,46
Artist_226,Song_1837,week_02,96
Artist_412,Song_1700,week_41,5
Artist_205,Song_1193,week_40,17
Artist_79,Song_990,week_04,76
Artist_124,Song_298,week_32,52
Artist_471,Song_233,week_02,12
Artist_428,Song_1927,week_46,62
Artist_218,Song_271,week_29,35
Artist_4,Song_1084,week_02,62
Artist_90,Song_1320,week_34,21
Artist_104,Song_1491,week_27,85
Artist_393,Song_1259,week_39,66
Artist_119,Song_677,week_44,53
Artist_133,Song_706,week_38,21
Artist_312,Song_234,week_18,15
Artist_96,Song_1392,week_36,75
Artist_468,Song_1719,week_19,74
Artist_434,Song_845,week_27,82
Artist_331,Song_1256,week_45,23
Artist_143,Song_1897,week_20,31
Artist_288,Song_491,week_21,54
Artist_28,Song_1643,week_23,55
Artist_278,Song_503,week_30,26
Artist_233,Song_890,week_25,53
Artist_17,Song_1759,week_31,
Artist_59,Song_592,week_27,39
Artist_90,Song_746,week_34,7
Artist_492,Song_1405,week_08,88
Artist_199,Song_1720,week_19,39
Artist_362,Song_428,week_41,32
Artist_441,Song_697,week_26,26
Artist_26,Song_646,week_28,
Artist_25,Song_732,week_04,78
Artist_394,Song_800,week_31,29
Artist_301,Song_364,week_16,25
Artist_339,Song_202,week_51,56
Artist_267,Song_882,week_10,31
Artist_461,Song_146,week_38,66
Artist_181,Song_836,week_48,2
Artist_456,Song_639,week_10,87
Artist_360,Song_1481,week_45,47
Artist_68,Song_135,week_09,75
Artist_495,Song_626,week_39,29
Artist_351,Song_1288,week_36,99
Artist_412,Song_64,week_51,49
Artist_459,Song_491,week_36,73
Artist_491,Song_1671,week_19,32
Artist_321,Song_41,week_19,30
Artist_49,Song_1320,week_12,15
Artist_175,Song_1027,week_13,62
Artist_52,Song_913,week_25,78
Artist_102,Song_1730,week_36,17
Artist_216,Song_975,week_25,22
Artist_438,Song_1134,week_28, 30 
Artist_188,Song_1245,week_42,81
Artist_57,Song_1394,week_39,16
Artist_47,Song_368,week_30,52
Artist_159,Song_1460,week_05,8
Artist_489,Song_918,week_17,64
Artist_174,Song_1028,week_18,39
Artist_242,Song_244,week_43,31
Artist_282,Song_902,week_47,12
Artist_241,Song_166,week_21,33
Artist_370,Song_1050,week_22,58
Artist_5,Song_1419,week_39,12
Artist_84,Song_1498,week_50,25
Artist_308,Song_1041,week_06,38
Artist_361,Song_728,week_50, 48 
Artist_459,Song_1116,week_16,
Artist_248,Song_483,week_02,83
Artist_54,Song_543,week_51,55
Artist_161,Song_1229,week_01,3
Artist_434,Song_1526,week_30,99
Artist_422,Song_931,week_43,69
Artist_411,Song_400,week_52,35
Artist_226,Song_1231,week_37,51
Artist_15,Song_619,week_48,27
Artist_224,Song_1170,week_23,37
Artist_61,Song_879,week_01,85
Artist_122,Song_101,week_19,16
Artist_277,Song_880,week_46,92
Artist_46,Song_830,week_03,25
Artist_453,Song_1904,week_02,33
Artist_390,Song_1265,week_37,62
Artist_294,Song_1947,week_17,17
Artist_62,Song_759,week_28,43
Artist_86,Song_163,week_18,30
Artist_446,Song_1908,week_33,41
Artist_210,Song_1197,week_15,4
Artist_78,Song_502,week_22,66
Artist_202,Song_547,week_41,60
Artist_302,Song_1308,week_27,9
Artist_397,Song_1383,week_37,31
Artist_223,Song_381,week_32,89
Artist_222,Song_870,week_45,100
Artist_3,Song_905,week_19,69
Artist_478,Song_1996,week_28,24
Artist_6,Song_1935,week_28,24
Artist_93,Song_1557,week_10,93
Artist_8,Song_1844,week_20,45
Artist_428,Song_1187,week_25,95
Artist_493,Song_1002,week_21,37
Artist_235,Song_609,week_14,58
Artist_108,Song_307,week_22,83
Artist_161,Song_1363,week_26,23
Artist_209,Song_55,week_44,35
Artist_240,Song_983,week_11,63
Artist_331,Song_333,week_07,6
Artist_333,Song_127,week_17,6
Artist_50,Song_1964,week_18,30
Artist_11,Song_705,week_07,1
Artist_351,Song_243,week_20,63
Artist_156,Song_1885,week_38,8
